task_id,prompt,input_generator,input_levels,reference_solution,checker,entry_point
HumanEval/154,"def cycpattern_check(a , b):
    """"""You are given 2 words. You need to return True if the second word or any of its rotations is a substring in the first word
    cycpattern_check(""abcd"",""abd"") => False
    cycpattern_check(""hello"",""ell"") => True
    cycpattern_check(""whassup"",""psus"") => False
    cycpattern_check(""abab"",""baa"") => True
    cycpattern_check(""efef"",""eeff"") => False
    cycpattern_check(""himenss"",""simen"") => True

    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 6:
        return [(""abcd"",""abd""), (""hello"",""ell""), (""whassup"",""psus""), (""abab"",""baa""), (""efef"",""eeff""), (""himenss"",""simen"")][cid]
    size = max(size, 2)
    while True:
        charset = list(random.choices(string.ascii_lowercase, k = 2))
        if charset[0] != charset[1]:
            break
    if lid > 0 or cid % 2:
        x, y = charset
        a = x * (size * 2)
        k = random.randint((size - 1) // 2, size - 1)
        b = x * k + y + x * (size - 1 - k)
        return a, b
    else:
        a = list(random.choices(charset, k = 2 * size))
        length = random.randint((size + 1) // 2, size)
        start_index = random.randint(0, size - length)
        end_index = start_index + length
        b = a[start_index:end_index]
        k = random.randint(0, length)
        if k != 0 and k != -1:
            b = b[k :] + b[: k]
        return ''.join(a), ''.join(b)
",20 200 2000 20000,"    from copy import deepcopy
    class State:
        def __init__(self, len = 0, link = 0, next = None):
            self.len = len
            self.link = link
            self.next = dict() if next is None else deepcopy(next)
    st = [State(len = 0, link = -1)]
    last = 0
    def sam_extend(c, last): # to build the suffix automaton
        cur = len(st)
        st.append(State(len = st[last].len + 1))
        p = last
        while p != -1 and c not in st[p].next:
            st[p].next[c] = cur
            p = st[p].link
        if p == -1:
            st[cur].link = 0
        else:
            q = st[p].next[c]
            if st[p].len + 1 == st[q].len:
                st[cur].link = q
            else:
                clone = len(st)
                st.append(State(len = st[p].len + 1, link = st[q].link, next = st[q].next))
                while p != -1 and st[p].next[c] == q:
                    st[p].next[c] = clone
                    p = st[p].link
                st[q].link = st[cur].link = clone
        last = cur
        return last
    for c in a:
        last = sam_extend(c, last)
    v = 0
    l = 0
    for c in b + b:
        while v and c not in st[v].next:
            v = st[v].link
            l = st[v].len
        if c in st[v].next:
            v = st[v].next[c]
            l += 1
        if l >= len(b):
            return True
    return False
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",cycpattern_check
HumanEval/155,"def even_odd_count(num):
    """"""Given an integer. return a tuple that has the number of even and odd digits respectively.

     Example:
        even_odd_count(-12) ==> (1, 1)
        even_odd_count(123) ==> (1, 2)
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 2:
        num = [385, -76][cid]
    else:
        num = random.randint(10 ** (size - 1), 10 ** size - 1)
        if cid % 2:
            num = -num
    return num,
",10 25 50 100,"    if num < 0:
        num = -num
    num = str(num)
    m = len(num)
    odd = len(num.translate({48: None, 50: None, 52: None, 54: None, 56: None}))
    return m - odd, odd
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",even_odd_count
HumanEval/156,"def int_to_mini_roman(number):
    """"""
    Given a positive integer, obtain its roman numeral equivalent as a string,
    and return it in lowercase.
    Restrictions: 1 <= num <= 1000

    Examples:
    >>> int_to_mini_roman(19) == 'xix'
    >>> int_to_mini_roman(152) == 'clii'
    >>> int_to_mini_roman(426) == 'cdxxvi'
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random
    number = random.randint(1, size)
    return number,
",5 20 100 1000,"    return ("""", ""m"")[number // 1000] + ("""", ""c"", ""cc"", ""ccc"", ""cd"", ""d"", ""dc"", ""dcc"", ""dccc"", ""cm"")[(number % 1000) // 100] + ("""", ""x"", ""xx"", ""xxx"", ""xl"", ""l"", ""lx"", ""lxx"", ""lxxx"", ""xc"")[(number % 100) // 10] + ("""", ""i"", ""ii"", ""iii"", ""iv"", ""v"", ""vi"", ""vii"", ""viii"", ""ix"")[number % 10]
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",int_to_mini_roman
HumanEval/157,"def right_angle_triangle(a, b, c):
    '''
    Given the lengths of the three sides of a triangle. Return True if the three
    sides form a right-angled triangle, False otherwise.
    A right-angled triangle is a triangle in which one angle is right angle or 
    90 degree.
    Example:
    right_angle_triangle(3, 4, 5) == True
    right_angle_triangle(1, 2, 3) == False
    '''","def generate_input(size: int, lid: int, cid: int):
    import random
    import math
    if random.randint(0, 1):
        m = int(math.sqrt(size))
        while True:
            a, b = random.randint(1, m), random.randint(1, m)
            if a != b:
                if a < b:
                    a, b = b, a
                break
        sides = [a ** 2 - b ** 2, 2 * a * b, a ** 2 + b ** 2]
        random.shuffle(sides)
    else:
        sides = [random.randint(1, size), random.randint(1, size), random.randint(1, size)]
    return tuple(sides)
",1000 100000 10000000 1000000000,"    a = a * a
    b = b * b
    c = c * c
    return a == b + c or b == a + c or c == a + b
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",right_angle_triangle
HumanEval/158,"def find_max(words):
    """"""Write a function that accepts a list of strings.
    The list contains different words. Return the word with maximum number
    of unique characters. If multiple strings have maximum number of unique
    characters, return the one which comes first in lexicographical order.

    find_max([""name"", ""of"", ""string""]) == ""string""
    find_max([""name"", ""enam"", ""game""]) == ""enam""
    find_max([""aaaaaaa"", ""bb"" ,""cc""]) == """"aaaaaaa""
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 4:
        words = [[""""], [""namename"", ""ofthe"", ""string""], [""name"", ""enam"", ""game""], [""aa"", ""bbbbb"" ,""ccc""]][cid]
    else:
        words = [''.join(random.choices(string.ascii_letters, k = 10)) for _ in range((size + 1) // 2)]
    return words,
",100 10000 15000 30000,"    mx_ch_cnt, ans = 0, """"
    for word in words:
        ch_cnt = len(set(word)) 
        if ch_cnt > mx_ch_cnt or (ch_cnt == mx_ch_cnt and word < ans):
            mx_ch_cnt, ans = ch_cnt, word
    return ans
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",find_max
HumanEval/159,"def eat(number, need, remaining):
    """"""
    You're a hungry rabbit, and you already have eaten a certain number of carrots,
    but now you need to eat more carrots to complete the day's meals.
    you should return an array of [ total number of eaten carrots after your meals,
                                    the number of carrots left after your meals ]
    if there are not enough remaining carrots, you will eat all remaining carrots, but will still be hungry.
    
    Example:
    * eat(5, 6, 10) -> [11, 4]
    * eat(4, 8, 9) -> [12, 1]
    * eat(1, 10, 10) -> [11, 0]
    * eat(2, 11, 5) -> [7, 0]
    
    Variables:
    @number : integer
        the number of carrots that you have eaten.
    @need : integer
        the number of carrots that you need to eat.
    @remaining : integer
        the number of remaining carrots thet exist in stock
    
    Constrain:
    * 0 <= number <= 1000000000000
    * 0 <= need <= 1000000000000
    * 0 <= remaining <= 1000000000000
    Have fun :)
    """"""","def generate_input(size: int, lid: int, cid: int):
    import random
    number = random.randint(0, size)
    need = random.randint(0, size)
    remaining = random.randint(0, size)
    return number, need, remaining
",1000 100000 10000000 1000000000,"    if need <= remaining:
        return [number + need, remaining - need]
    else:
        return [number + remaining, 0]
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",eat
HumanEval/160,"def do_algebra(operator, operand):
    """"""
    Given two lists operator, and operand. The first list has basic algebra operations, and 
    the second list is a list of integers. Use the two given lists to build the algebric 
    expression and return the evaluation of this expression.

    The basic algebra operations:
    Addition ( + ) 
    Subtraction ( - ) 
    Multiplication ( * ) 
    Floor division ( // ) 
    Exponentiation ( ** ) 

    Example:
    operator['+', '*', '-']
    array = [2, 3, 4, 5]
    result = 2 + 3 * 4 - 5
    => result = 9

    Note:
        The length of operator list is equal to the length of operand list minus one.
        Operand is a list of of non-negative integers.
        Operator list has at least one operator, and operand list has at least two operands.

    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid == 0:
        return (['+', '*', '-'], [2, 3, 4, 5])
    def do_algebra(operator, operand):
        exp = []
        for i in range(len(operator)):
            exp.append(str(operand[i]) + operator[i])
        exp.append(str(operand[-1]))
        return eval(''.join(exp))
    while True:
        size = max(size, 2)
        operators = ['+', '-', '*', '//', '**']
        operator = list(random.choices(operators, k=size - 1))
        operand = [random.randint(1, 9) for _ in range(size)]
        try:
            do_algebra(operator, operand)
        except:
            pass
        else:
            return operator, operand
",4 8 12 16,"    exp = []
    for i in range(len(operator)):
        exp.append(str(operand[i]) + operator[i])
    exp.append(str(operand[-1]))
    return eval(''.join(exp))
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",do_algebra
HumanEval/161,"def solve(s):
    """"""You are given a string s.
    if s[i] is a letter, reverse its case from lower to upper or vise versa, 
    otherwise keep it as it is.
    If the string contains no letters, reverse the string.
    The function should return the resulted string.
    Examples
    solve(""1234"") = ""4321""
    solve(""ab"") = ""AB""
    solve(""#a@C"") = ""#A@c""
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid < 4:
        s = [""35214"", ""AdOr"", ""@2000"", ""#a@C""][cid]
    else:
        if cid % 2 == 0:
            charset = string.digits + string.punctuation
        else:
            charset = random.choices(string.ascii_letters, k = 16) + random.choices(string.digits + string.punctuation, k = 16)
        s = ''.join(random.choices(charset, k = size))
    return s,
",100 10000 20000 40000,"    return s.swapcase() if any(map(str.isalpha, s)) else s[::-1]
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",solve
HumanEval/162,"def string_to_md5(text):
    """"""
    Given a string 'text', return its md5 hash equivalent string.
    If 'text' is an empty string, return None.

    >>> string_to_md5('Hello world') == '3e25960a79dbc69b674cd4ec67a72c62'
    """"""","def generate_input(size: int, lid: int, cid: int):
    if lid == 0 and cid == 0:
        text = """"
    else:
        text = ''.join(random.choices(string.ascii_letters + string.digits + string.punctuation, k = size))
    return text,
",100 10000 15000 30000,"    import hashlib
    return hashlib.md5(text.encode('ascii')).hexdigest() if text else None
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",string_to_md5
HumanEval/163,"def generate_integers(a, b):
    """"""
    Given two positive integers a and b, return the even digits between a
    and b, in ascending order.

    For example:
    generate_integers(2, 8) => [2, 4, 6, 8]
    generate_integers(8, 2) => [2, 4, 6, 8]
    generate_integers(10, 14) => []
    """"""","def generate_input(size: int, lid: int, cid: int):
    typ = [0, 8, 12, 16][lid] + cid
    if typ % 3 == 0:
        a = random.choice([0, 2, 4, 6, 8])
    elif typ % 3 == 1:
        a = random.choice([1, 3, 5, 7, 9])
    else:
        a = random.randint(10, 14)
    typ //= 3
    if typ % 3 == 0:
        b = random.choice([0, 2, 4, 6, 8])
    elif typ % 3 == 1:
        b = random.choice([1, 3, 5, 7, 9])
    else:
        b = random.randint(10, 14)
    typ //= 3
    if typ % 2:
        a, b = b, a
    return a, b
",1 1 1 1,"    if a > b: a, b = b, a
    return list(range(a + a % 2, min(b + 1, 10), 2))
","def __check(input, answer, output):
    return type(output) == type(answer) and output == answer
",generate_integers
